L,H,bp_parms,arrival_rate,arithmetic,value
16.772,64.0,L16.772/H64,0.033,SJF_L2_Norm/SRPT_L2_Norm,0.9759391555004584
7.918,512.0,L7.918/H512,0.033,SJF_L2_Norm/SRPT_L2_Norm,0.9039257619245776
5.649,4096.0,L5.649/H4096,0.033,SJF_L2_Norm/SRPT_L2_Norm,1.1294922605694446
4.073,262144.0,L4.073/H262144,0.033,SJF_L2_Norm/SRPT_L2_Norm,2.861921748451784
16.772,64.0,L16.772/H64,0.03123,SJF_L2_Norm/SRPT_L2_Norm,0.9138024190390958
7.918,512.0,L7.918/H512,0.03123,SJF_L2_Norm/SRPT_L2_Norm,0.9299006254707226
5.649,4096.0,L5.649/H4096,0.03123,SJF_L2_Norm/SRPT_L2_Norm,1.3674130352112628
4.073,262144.0,L4.073/H262144,0.03123,SJF_L2_Norm/SRPT_L2_Norm,4.129312003521413
16.772,64.0,L16.772/H64,0.029,SJF_L2_Norm/SRPT_L2_Norm,0.934622241775541
7.918,512.0,L7.918/H512,0.029,SJF_L2_Norm/SRPT_L2_Norm,1.0084658551867465
5.649,4096.0,L5.649/H4096,0.029,SJF_L2_Norm/SRPT_L2_Norm,1.771310761490625
4.073,262144.0,L4.073/H262144,0.029,SJF_L2_Norm/SRPT_L2_Norm,7.996572106221842
16.772,64.0,L16.772/H64,0.028,SJF_L2_Norm/SRPT_L2_Norm,0.947873596444212
7.918,512.0,L7.918/H512,0.028,SJF_L2_Norm/SRPT_L2_Norm,1.046500231088106
5.649,4096.0,L5.649/H4096,0.028,SJF_L2_Norm/SRPT_L2_Norm,1.6738040476014633
4.073,262144.0,L4.073/H262144,0.028,SJF_L2_Norm/SRPT_L2_Norm,6.470127692438084
16.772,64.0,L16.772/H64,0.026,SJF_L2_Norm/SRPT_L2_Norm,0.969582380468472
7.918,512.0,L7.918/H512,0.026,SJF_L2_Norm/SRPT_L2_Norm,1.0771146585629976
5.649,4096.0,L5.649/H4096,0.026,SJF_L2_Norm/SRPT_L2_Norm,1.7635063954822192
4.073,262144.0,L4.073/H262144,0.026,SJF_L2_Norm/SRPT_L2_Norm,9.70273303226727
16.772,64.0,L16.772/H64,0.025,SJF_L2_Norm/SRPT_L2_Norm,0.979328430208535
7.918,512.0,L7.918/H512,0.025,SJF_L2_Norm/SRPT_L2_Norm,1.102655341048235
5.649,4096.0,L5.649/H4096,0.025,SJF_L2_Norm/SRPT_L2_Norm,2.073616101572448
4.073,262144.0,L4.073/H262144,0.025,SJF_L2_Norm/SRPT_L2_Norm,8.834882018356371
16.772,64.0,L16.772/H64,0.05,RR_L2_Norm/SRPT_L2_Norm,1.3311696553900534
7.918,512.0,L7.918/H512,0.05,RR_L2_Norm/SRPT_L2_Norm,1.4637094631001364
5.649,4096.0,L5.649/H4096,0.05,RR_L2_Norm/SRPT_L2_Norm,1.4936641061262343
4.073,262144.0,L4.073/H262144,0.05,RR_L2_Norm/SRPT_L2_Norm,1.4660311065145633
16.772,64.0,L16.772/H64,0.04545,RR_L2_Norm/SRPT_L2_Norm,1.2217700528991675
7.918,512.0,L7.918/H512,0.04545,RR_L2_Norm/SRPT_L2_Norm,1.3825910295710784
5.649,4096.0,L5.649/H4096,0.04545,RR_L2_Norm/SRPT_L2_Norm,1.4814477050916397
4.073,262144.0,L4.073/H262144,0.04545,RR_L2_Norm/SRPT_L2_Norm,1.5007276339190907
16.772,64.0,L16.772/H64,0.0416,RR_L2_Norm/SRPT_L2_Norm,1.0757305910491677
7.918,512.0,L7.918/H512,0.0416,RR_L2_Norm/SRPT_L2_Norm,1.276529376451849
5.649,4096.0,L5.649/H4096,0.0416,RR_L2_Norm/SRPT_L2_Norm,1.4030045600078471
4.073,262144.0,L4.073/H262144,0.0416,RR_L2_Norm/SRPT_L2_Norm,1.543282313443504
16.772,64.0,L16.772/H64,0.0385,RR_L2_Norm/SRPT_L2_Norm,0.901271397512786
7.918,512.0,L7.918/H512,0.0385,RR_L2_Norm/SRPT_L2_Norm,0.9817499213137776
5.649,4096.0,L5.649/H4096,0.0385,RR_L2_Norm/SRPT_L2_Norm,1.1598783505506909
4.073,262144.0,L4.073/H262144,0.0385,RR_L2_Norm/SRPT_L2_Norm,1.5262014534330084
16.772,64.0,L16.772/H64,0.036,RR_L2_Norm/SRPT_L2_Norm,0.6695177224995523
7.918,512.0,L7.918/H512,0.036,RR_L2_Norm/SRPT_L2_Norm,0.5630636212511686
5.649,4096.0,L5.649/H4096,0.036,RR_L2_Norm/SRPT_L2_Norm,1.1829364387021852
4.073,262144.0,L4.073/H262144,0.036,RR_L2_Norm/SRPT_L2_Norm,1.418208382614389
16.772,64.0,L16.772/H64,0.033,RR_L2_Norm/SRPT_L2_Norm,0.577777669642398
7.918,512.0,L7.918/H512,0.033,RR_L2_Norm/SRPT_L2_Norm,1.215252975532657
5.649,4096.0,L5.649/H4096,0.033,RR_L2_Norm/SRPT_L2_Norm,1.380128254482054
4.073,262144.0,L4.073/H262144,0.033,RR_L2_Norm/SRPT_L2_Norm,1.308732371767555
16.772,64.0,L16.772/H64,0.03123,RR_L2_Norm/SRPT_L2_Norm,1.0651482070023288
7.918,512.0,L7.918/H512,0.03123,RR_L2_Norm/SRPT_L2_Norm,1.3332628065698686
5.649,4096.0,L5.649/H4096,0.03123,RR_L2_Norm/SRPT_L2_Norm,1.395543443608409
4.073,262144.0,L4.073/H262144,0.03123,RR_L2_Norm/SRPT_L2_Norm,1.2705776276472318
16.772,64.0,L16.772/H64,0.029,RR_L2_Norm/SRPT_L2_Norm,1.2126235391378937
7.918,512.0,L7.918/H512,0.029,RR_L2_Norm/SRPT_L2_Norm,1.3450236606058588
5.649,4096.0,L5.649/H4096,0.029,RR_L2_Norm/SRPT_L2_Norm,1.272029621624991
4.073,262144.0,L4.073/H262144,0.029,RR_L2_Norm/SRPT_L2_Norm,1.1767963959789498
16.772,64.0,L16.772/H64,0.028,RR_L2_Norm/SRPT_L2_Norm,1.2111566528500093
7.918,512.0,L7.918/H512,0.028,RR_L2_Norm/SRPT_L2_Norm,1.3109423124860675
5.649,4096.0,L5.649/H4096,0.028,RR_L2_Norm/SRPT_L2_Norm,1.2803660799356416
4.073,262144.0,L4.073/H262144,0.028,RR_L2_Norm/SRPT_L2_Norm,1.1611093680312723
16.772,64.0,L16.772/H64,0.026,RR_L2_Norm/SRPT_L2_Norm,1.170799349202831
7.918,512.0,L7.918/H512,0.026,RR_L2_Norm/SRPT_L2_Norm,1.2993102995723025
5.649,4096.0,L5.649/H4096,0.026,RR_L2_Norm/SRPT_L2_Norm,1.267096941078619
4.073,262144.0,L4.073/H262144,0.026,RR_L2_Norm/SRPT_L2_Norm,1.2194312471538953
16.772,64.0,L16.772/H64,0.025,RR_L2_Norm/SRPT_L2_Norm,1.1490255139397698
7.918,512.0,L7.918/H512,0.025,RR_L2_Norm/SRPT_L2_Norm,1.286106977776199
5.649,4096.0,L5.649/H4096,0.025,RR_L2_Norm/SRPT_L2_Norm,1.244817333002621
4.073,262144.0,L4.073/H262144,0.025,RR_L2_Norm/SRPT_L2_Norm,1.0804174391897592
16.772,64.0,L16.772/H64,0.05,MLFQ_L2_Norm/SRPT_L2_Norm,1.7421210437360404
7.918,512.0,L7.918/H512,0.05,MLFQ_L2_Norm/SRPT_L2_Norm,1.6640055717120843
5.649,4096.0,L5.649/H4096,0.05,MLFQ_L2_Norm/SRPT_L2_Norm,1.6510187692588874
4.073,262144.0,L4.073/H262144,0.05,MLFQ_L2_Norm/SRPT_L2_Norm,1.7063491125246897
16.772,64.0,L16.772/H64,0.04545,MLFQ_L2_Norm/SRPT_L2_Norm,1.7672088802683483
7.918,512.0,L7.918/H512,0.04545,MLFQ_L2_Norm/SRPT_L2_Norm,1.691243488733075
5.649,4096.0,L5.649/H4096,0.04545,MLFQ_L2_Norm/SRPT_L2_Norm,1.6917803257882478
4.073,262144.0,L4.073/H262144,0.04545,MLFQ_L2_Norm/SRPT_L2_Norm,1.6036393798764603
16.772,64.0,L16.772/H64,0.0416,MLFQ_L2_Norm/SRPT_L2_Norm,1.9032506920126329
7.918,512.0,L7.918/H512,0.0416,MLFQ_L2_Norm/SRPT_L2_Norm,1.8107470722446657
5.649,4096.0,L5.649/H4096,0.0416,MLFQ_L2_Norm/SRPT_L2_Norm,1.706419521506143
4.073,262144.0,L4.073/H262144,0.0416,MLFQ_L2_Norm/SRPT_L2_Norm,1.5607328860501706
16.772,64.0,L16.772/H64,0.0385,MLFQ_L2_Norm/SRPT_L2_Norm,1.9473684613823792
7.918,512.0,L7.918/H512,0.0385,MLFQ_L2_Norm/SRPT_L2_Norm,1.859818706896276
5.649,4096.0,L5.649/H4096,0.0385,MLFQ_L2_Norm/SRPT_L2_Norm,1.8159323443273128
4.073,262144.0,L4.073/H262144,0.0385,MLFQ_L2_Norm/SRPT_L2_Norm,1.6566145721269976
16.772,64.0,L16.772/H64,0.036,MLFQ_L2_Norm/SRPT_L2_Norm,1.497698122361885
7.918,512.0,L7.918/H512,0.036,MLFQ_L2_Norm/SRPT_L2_Norm,1.334058114141386
5.649,4096.0,L5.649/H4096,0.036,MLFQ_L2_Norm/SRPT_L2_Norm,1.7547691024186651
4.073,262144.0,L4.073/H262144,0.036,MLFQ_L2_Norm/SRPT_L2_Norm,1.9057545780490388
16.772,64.0,L16.772/H64,0.033,MLFQ_L2_Norm/SRPT_L2_Norm,1.810110514066816
7.918,512.0,L7.918/H512,0.033,MLFQ_L2_Norm/SRPT_L2_Norm,1.7140562764014071
5.649,4096.0,L5.649/H4096,0.033,MLFQ_L2_Norm/SRPT_L2_Norm,1.6530573528431758
4.073,262144.0,L4.073/H262144,0.033,MLFQ_L2_Norm/SRPT_L2_Norm,1.70205977187016
16.772,64.0,L16.772/H64,0.03123,MLFQ_L2_Norm/SRPT_L2_Norm,1.8298969549031123
7.918,512.0,L7.918/H512,0.03123,MLFQ_L2_Norm/SRPT_L2_Norm,1.6150346536500295
5.649,4096.0,L5.649/H4096,0.03123,MLFQ_L2_Norm/SRPT_L2_Norm,1.554994892996412
4.073,262144.0,L4.073/H262144,0.03123,MLFQ_L2_Norm/SRPT_L2_Norm,2.0154342716176235
16.772,64.0,L16.772/H64,0.029,MLFQ_L2_Norm/SRPT_L2_Norm,1.607406134610602
7.918,512.0,L7.918/H512,0.029,MLFQ_L2_Norm/SRPT_L2_Norm,1.513010998116644
5.649,4096.0,L5.649/H4096,0.029,MLFQ_L2_Norm/SRPT_L2_Norm,1.3592644062216512
4.073,262144.0,L4.073/H262144,0.029,MLFQ_L2_Norm/SRPT_L2_Norm,2.8860606390084063
16.772,64.0,L16.772/H64,0.028,MLFQ_L2_Norm/SRPT_L2_Norm,1.468555970729891
7.918,512.0,L7.918/H512,0.028,MLFQ_L2_Norm/SRPT_L2_Norm,1.4417411520225647
5.649,4096.0,L5.649/H4096,0.028,MLFQ_L2_Norm/SRPT_L2_Norm,1.434118867443515
4.073,262144.0,L4.073/H262144,0.028,MLFQ_L2_Norm/SRPT_L2_Norm,2.6857977464563065
16.772,64.0,L16.772/H64,0.026,MLFQ_L2_Norm/SRPT_L2_Norm,1.261760673761753
7.918,512.0,L7.918/H512,0.026,MLFQ_L2_Norm/SRPT_L2_Norm,1.3899286339540342
5.649,4096.0,L5.649/H4096,0.026,MLFQ_L2_Norm/SRPT_L2_Norm,1.465531974708688
4.073,262144.0,L4.073/H262144,0.026,MLFQ_L2_Norm/SRPT_L2_Norm,3.7745704131389792
16.772,64.0,L16.772/H64,0.025,MLFQ_L2_Norm/SRPT_L2_Norm,1.1823239317498202
7.918,512.0,L7.918/H512,0.025,MLFQ_L2_Norm/SRPT_L2_Norm,1.35390807773328
5.649,4096.0,L5.649/H4096,0.025,MLFQ_L2_Norm/SRPT_L2_Norm,1.3761269812839994
4.073,262144.0,L4.073/H262144,0.025,MLFQ_L2_Norm/SRPT_L2_Norm,3.652867679631299
16.772,64.0,L16.772/H64,0.05,SETF_L2_Norm/SRPT_L2_Norm,1.978877798874547
7.918,512.0,L7.918/H512,0.05,SETF_L2_Norm/SRPT_L2_Norm,1.7656742244606043
5.649,4096.0,L5.649/H4096,0.05,SETF_L2_Norm/SRPT_L2_Norm,1.7285215205860336
4.073,262144.0,L4.073/H262144,0.05,SETF_L2_Norm/SRPT_L2_Norm,1.7316616630933346
16.772,64.0,L16.772/H64,0.04545,SETF_L2_Norm/SRPT_L2_Norm,2.0335821169539687
7.918,512.0,L7.918/H512,0.04545,SETF_L2_Norm/SRPT_L2_Norm,1.8105991924943352
5.649,4096.0,L5.649/H4096,0.04545,SETF_L2_Norm/SRPT_L2_Norm,1.7267691801382647
4.073,262144.0,L4.073/H262144,0.04545,SETF_L2_Norm/SRPT_L2_Norm,1.6628985140044603
16.772,64.0,L16.772/H64,0.0416,SETF_L2_Norm/SRPT_L2_Norm,2.11352098809478
7.918,512.0,L7.918/H512,0.0416,SETF_L2_Norm/SRPT_L2_Norm,1.8821664747337528
5.649,4096.0,L5.649/H4096,0.0416,SETF_L2_Norm/SRPT_L2_Norm,1.8125343753669023
4.073,262144.0,L4.073/H262144,0.0416,SETF_L2_Norm/SRPT_L2_Norm,1.723574550727302
16.772,64.0,L16.772/H64,0.0385,SETF_L2_Norm/SRPT_L2_Norm,2.2359448813204565
7.918,512.0,L7.918/H512,0.0385,SETF_L2_Norm/SRPT_L2_Norm,2.0953765746790585
5.649,4096.0,L5.649/H4096,0.0385,SETF_L2_Norm/SRPT_L2_Norm,2.0789841435029297
4.073,262144.0,L4.073/H262144,0.0385,SETF_L2_Norm/SRPT_L2_Norm,1.5570639627183231
16.772,64.0,L16.772/H64,0.036,SETF_L2_Norm/SRPT_L2_Norm,2.499071161293601
7.918,512.0,L7.918/H512,0.036,SETF_L2_Norm/SRPT_L2_Norm,3.1914543992667923
5.649,4096.0,L5.649/H4096,0.036,SETF_L2_Norm/SRPT_L2_Norm,2.171384023176025
4.073,262144.0,L4.073/H262144,0.036,SETF_L2_Norm/SRPT_L2_Norm,1.972103863605684
16.772,64.0,L16.772/H64,0.033,SETF_L2_Norm/SRPT_L2_Norm,4.044763726357872
7.918,512.0,L7.918/H512,0.033,SETF_L2_Norm/SRPT_L2_Norm,2.151310873657186
5.649,4096.0,L5.649/H4096,0.033,SETF_L2_Norm/SRPT_L2_Norm,1.988458245728944
4.073,262144.0,L4.073/H262144,0.033,SETF_L2_Norm/SRPT_L2_Norm,1.4247335186800216
16.772,64.0,L16.772/H64,0.03123,SETF_L2_Norm/SRPT_L2_Norm,3.5002419047214235
7.918,512.0,L7.918/H512,0.03123,SETF_L2_Norm/SRPT_L2_Norm,1.959782487838804
5.649,4096.0,L5.649/H4096,0.03123,SETF_L2_Norm/SRPT_L2_Norm,1.7632787651178607
4.073,262144.0,L4.073/H262144,0.03123,SETF_L2_Norm/SRPT_L2_Norm,1.403820832205111
16.772,64.0,L16.772/H64,0.029,SETF_L2_Norm/SRPT_L2_Norm,2.5899491520923634
7.918,512.0,L7.918/H512,0.029,SETF_L2_Norm/SRPT_L2_Norm,1.8045711680794283
5.649,4096.0,L5.649/H4096,0.029,SETF_L2_Norm/SRPT_L2_Norm,1.4498158284239209
4.073,262144.0,L4.073/H262144,0.029,SETF_L2_Norm/SRPT_L2_Norm,1.395513940111827
16.772,64.0,L16.772/H64,0.028,SETF_L2_Norm/SRPT_L2_Norm,2.321758071543817
7.918,512.0,L7.918/H512,0.028,SETF_L2_Norm/SRPT_L2_Norm,1.637455105421702
5.649,4096.0,L5.649/H4096,0.028,SETF_L2_Norm/SRPT_L2_Norm,1.4955003319343405
4.073,262144.0,L4.073/H262144,0.028,SETF_L2_Norm/SRPT_L2_Norm,1.1471566079473274
16.772,64.0,L16.772/H64,0.026,SETF_L2_Norm/SRPT_L2_Norm,1.856321182585984
7.918,512.0,L7.918/H512,0.026,SETF_L2_Norm/SRPT_L2_Norm,1.614887059762036
5.649,4096.0,L5.649/H4096,0.026,SETF_L2_Norm/SRPT_L2_Norm,1.4860142061887052
4.073,262144.0,L4.073/H262144,0.026,SETF_L2_Norm/SRPT_L2_Norm,1.1886787352339818
16.772,64.0,L16.772/H64,0.025,SETF_L2_Norm/SRPT_L2_Norm,1.7044468753222335
7.918,512.0,L7.918/H512,0.025,SETF_L2_Norm/SRPT_L2_Norm,1.5067620705164506
5.649,4096.0,L5.649/H4096,0.025,SETF_L2_Norm/SRPT_L2_Norm,1.3418064516235386
4.073,262144.0,L4.073/H262144,0.025,SETF_L2_Norm/SRPT_L2_Norm,1.0838817171179262
16.772,64.0,L16.772/H64,0.05,FCFS_L2_Norm/SRPT_L2_Norm,0.8107848268805825
7.918,512.0,L7.918/H512,0.05,FCFS_L2_Norm/SRPT_L2_Norm,1.7243886113310345
5.649,4096.0,L5.649/H4096,0.05,FCFS_L2_Norm/SRPT_L2_Norm,3.773994207171386
4.073,262144.0,L4.073/H262144,0.05,FCFS_L2_Norm/SRPT_L2_Norm,9.382462573935817
16.772,64.0,L16.772/H64,0.04545,FCFS_L2_Norm/SRPT_L2_Norm,0.7310827357828544
7.918,512.0,L7.918/H512,0.04545,FCFS_L2_Norm/SRPT_L2_Norm,1.5567639011118384
5.649,4096.0,L5.649/H4096,0.04545,FCFS_L2_Norm/SRPT_L2_Norm,3.666093712781518
4.073,262144.0,L4.073/H262144,0.04545,FCFS_L2_Norm/SRPT_L2_Norm,13.080598416170083
16.772,64.0,L16.772/H64,0.0416,FCFS_L2_Norm/SRPT_L2_Norm,0.630187884621075
7.918,512.0,L7.918/H512,0.0416,FCFS_L2_Norm/SRPT_L2_Norm,1.381056126458112
5.649,4096.0,L5.649/H4096,0.0416,FCFS_L2_Norm/SRPT_L2_Norm,3.380911596232273
4.073,262144.0,L4.073/H262144,0.0416,FCFS_L2_Norm/SRPT_L2_Norm,12.02085394718663
16.772,64.0,L16.772/H64,0.0385,FCFS_L2_Norm/SRPT_L2_Norm,0.5184535545446849
7.918,512.0,L7.918/H512,0.0385,FCFS_L2_Norm/SRPT_L2_Norm,1.0086494835345037
5.649,4096.0,L5.649/H4096,0.0385,FCFS_L2_Norm/SRPT_L2_Norm,2.6219796641344093
4.073,262144.0,L4.073/H262144,0.0385,FCFS_L2_Norm/SRPT_L2_Norm,16.98644969559961
16.772,64.0,L16.772/H64,0.036,FCFS_L2_Norm/SRPT_L2_Norm,0.3787121025217576
7.918,512.0,L7.918/H512,0.036,FCFS_L2_Norm/SRPT_L2_Norm,0.556307954378636
5.649,4096.0,L5.649/H4096,0.036,FCFS_L2_Norm/SRPT_L2_Norm,2.52144384581205
4.073,262144.0,L4.073/H262144,0.036,FCFS_L2_Norm/SRPT_L2_Norm,9.371163971044272
16.772,64.0,L16.772/H64,0.033,FCFS_L2_Norm/SRPT_L2_Norm,0.3361892059747144
7.918,512.0,L7.918/H512,0.033,FCFS_L2_Norm/SRPT_L2_Norm,1.275202716009162
5.649,4096.0,L5.649/H4096,0.033,FCFS_L2_Norm/SRPT_L2_Norm,3.2536457997560517
4.073,262144.0,L4.073/H262144,0.033,FCFS_L2_Norm/SRPT_L2_Norm,9.673255018983756
16.772,64.0,L16.772/H64,0.03123,FCFS_L2_Norm/SRPT_L2_Norm,0.6932134069903195
7.918,512.0,L7.918/H512,0.03123,FCFS_L2_Norm/SRPT_L2_Norm,1.4057709912711829
5.649,4096.0,L5.649/H4096,0.03123,FCFS_L2_Norm/SRPT_L2_Norm,3.5162268784385278
4.073,262144.0,L4.073/H262144,0.03123,FCFS_L2_Norm/SRPT_L2_Norm,14.186807693638327
16.772,64.0,L16.772/H64,0.029,FCFS_L2_Norm/SRPT_L2_Norm,0.8927349792210838
7.918,512.0,L7.918/H512,0.029,FCFS_L2_Norm/SRPT_L2_Norm,1.4709219113941656
5.649,4096.0,L5.649/H4096,0.029,FCFS_L2_Norm/SRPT_L2_Norm,3.1901644014842185
4.073,262144.0,L4.073/H262144,0.029,FCFS_L2_Norm/SRPT_L2_Norm,13.986763313830066
16.772,64.0,L16.772/H64,0.028,FCFS_L2_Norm/SRPT_L2_Norm,0.9256972267188952
7.918,512.0,L7.918/H512,0.028,FCFS_L2_Norm/SRPT_L2_Norm,1.4422040901800113
5.649,4096.0,L5.649/H4096,0.028,FCFS_L2_Norm/SRPT_L2_Norm,3.21039688324155
4.073,262144.0,L4.073/H262144,0.028,FCFS_L2_Norm/SRPT_L2_Norm,10.808691255538502
16.772,64.0,L16.772/H64,0.026,FCFS_L2_Norm/SRPT_L2_Norm,0.9659224896400038
7.918,512.0,L7.918/H512,0.026,FCFS_L2_Norm/SRPT_L2_Norm,1.4419037806767316
5.649,4096.0,L5.649/H4096,0.026,FCFS_L2_Norm/SRPT_L2_Norm,3.4186920538885226
4.073,262144.0,L4.073/H262144,0.026,FCFS_L2_Norm/SRPT_L2_Norm,21.02862078438314
16.772,64.0,L16.772/H64,0.025,FCFS_L2_Norm/SRPT_L2_Norm,0.9773800521407818
7.918,512.0,L7.918/H512,0.025,FCFS_L2_Norm/SRPT_L2_Norm,1.4517322635814731
5.649,4096.0,L5.649/H4096,0.025,FCFS_L2_Norm/SRPT_L2_Norm,3.317387107070514
4.073,262144.0,L4.073/H262144,0.025,FCFS_L2_Norm/SRPT_L2_Norm,11.839460905614452
16.772,64.0,L16.772/H64,0.05,RMLFQ_L2_Norm/SRPT_L2_Norm,1.596139089908643
7.918,512.0,L7.918/H512,0.05,RMLFQ_L2_Norm/SRPT_L2_Norm,1.6103603666887598
5.649,4096.0,L5.649/H4096,0.05,RMLFQ_L2_Norm/SRPT_L2_Norm,1.6722531893162602
4.073,262144.0,L4.073/H262144,0.05,RMLFQ_L2_Norm/SRPT_L2_Norm,1.693091016934506
16.772,64.0,L16.772/H64,0.04545,RMLFQ_L2_Norm/SRPT_L2_Norm,1.7067352404292593
7.918,512.0,L7.918/H512,0.04545,RMLFQ_L2_Norm/SRPT_L2_Norm,1.656284652068968
5.649,4096.0,L5.649/H4096,0.04545,RMLFQ_L2_Norm/SRPT_L2_Norm,1.7065899204281174
4.073,262144.0,L4.073/H262144,0.04545,RMLFQ_L2_Norm/SRPT_L2_Norm,1.654589461958203
16.772,64.0,L16.772/H64,0.0416,RMLFQ_L2_Norm/SRPT_L2_Norm,1.918093921950976
7.918,512.0,L7.918/H512,0.0416,RMLFQ_L2_Norm/SRPT_L2_Norm,1.7624402670022417
5.649,4096.0,L5.649/H4096,0.0416,RMLFQ_L2_Norm/SRPT_L2_Norm,1.7559578714876969
4.073,262144.0,L4.073/H262144,0.0416,RMLFQ_L2_Norm/SRPT_L2_Norm,1.6980115706421877
16.772,64.0,L16.772/H64,0.0385,RMLFQ_L2_Norm/SRPT_L2_Norm,1.8473746656576004
7.918,512.0,L7.918/H512,0.0385,RMLFQ_L2_Norm/SRPT_L2_Norm,1.9476039142651704
5.649,4096.0,L5.649/H4096,0.0385,RMLFQ_L2_Norm/SRPT_L2_Norm,2.04338456002678
4.073,262144.0,L4.073/H262144,0.0385,RMLFQ_L2_Norm/SRPT_L2_Norm,1.5573441836311246
16.772,64.0,L16.772/H64,0.036,RMLFQ_L2_Norm/SRPT_L2_Norm,1.3818774203418789
7.918,512.0,L7.918/H512,0.036,RMLFQ_L2_Norm/SRPT_L2_Norm,2.612876069474266
5.649,4096.0,L5.649/H4096,0.036,RMLFQ_L2_Norm/SRPT_L2_Norm,2.074010265093824
4.073,262144.0,L4.073/H262144,0.036,RMLFQ_L2_Norm/SRPT_L2_Norm,1.9285916415486264
16.772,64.0,L16.772/H64,0.033,RMLFQ_L2_Norm/SRPT_L2_Norm,1.021437714189186
7.918,512.0,L7.918/H512,0.033,RMLFQ_L2_Norm/SRPT_L2_Norm,2.0338248061963653
5.649,4096.0,L5.649/H4096,0.033,RMLFQ_L2_Norm/SRPT_L2_Norm,2.056456493083504
4.073,262144.0,L4.073/H262144,0.033,RMLFQ_L2_Norm/SRPT_L2_Norm,1.451182043301402
16.772,64.0,L16.772/H64,0.03123,RMLFQ_L2_Norm/SRPT_L2_Norm,1.3495084031672815
7.918,512.0,L7.918/H512,0.03123,RMLFQ_L2_Norm/SRPT_L2_Norm,1.7951006902938205
5.649,4096.0,L5.649/H4096,0.03123,RMLFQ_L2_Norm/SRPT_L2_Norm,1.734887479898579
4.073,262144.0,L4.073/H262144,0.03123,RMLFQ_L2_Norm/SRPT_L2_Norm,1.4066611679748846
16.772,64.0,L16.772/H64,0.029,RMLFQ_L2_Norm/SRPT_L2_Norm,1.1750358390121725
7.918,512.0,L7.918/H512,0.029,RMLFQ_L2_Norm/SRPT_L2_Norm,1.6963355206830746
5.649,4096.0,L5.649/H4096,0.029,RMLFQ_L2_Norm/SRPT_L2_Norm,1.4187071576316426
4.073,262144.0,L4.073/H262144,0.029,RMLFQ_L2_Norm/SRPT_L2_Norm,1.39767292602105
16.772,64.0,L16.772/H64,0.028,RMLFQ_L2_Norm/SRPT_L2_Norm,1.0702715432552137
7.918,512.0,L7.918/H512,0.028,RMLFQ_L2_Norm/SRPT_L2_Norm,1.5433984440878024
5.649,4096.0,L5.649/H4096,0.028,RMLFQ_L2_Norm/SRPT_L2_Norm,1.4692022057239331
4.073,262144.0,L4.073/H262144,0.028,RMLFQ_L2_Norm/SRPT_L2_Norm,1.1945595090694867
16.772,64.0,L16.772/H64,0.026,RMLFQ_L2_Norm/SRPT_L2_Norm,0.9887958704625156
7.918,512.0,L7.918/H512,0.026,RMLFQ_L2_Norm/SRPT_L2_Norm,1.5251876208589363
5.649,4096.0,L5.649/H4096,0.026,RMLFQ_L2_Norm/SRPT_L2_Norm,1.463936181183866
